FID,Species ID,Tree ID,Scientific name,Common name,DBH (in.),lat,long
,,1,Metasequoia glyptostroboides,dawn redwood,32.7,35.310681,-83.182763
,,2,Metasequoia glyptostroboides,dawn redwood,35.4,35.31068101,-83.18276299
,,3,Betula alleghaniensis,yellow birch,12.3,35.31068102,-83.18276298
,,4,Betula alleghaniensis,yellow birch,9.3,35.31068103,-83.18276297
,,5,Betula alleghaniensis,yellow birch,13.2,35.31068104,-83.18276296
,,6,Vitex angus-castus,chaste tree,5,35.31068105,-83.18276295
,,7,Tsuga canadensis,eastern hemlock,10.5,35.31068106,-83.18276294
,,8,Thuja occidentalis,arborvitae,13.1,35.31068107,-83.18276293
,,9,Malus sp.,crabapple sp.,10.4,35.31068108,-83.18276292
,,10,Malus sp.,crabapple sp.,11.5,35.31068109,-83.18276291
,,11,Ginkgo biloba,ginkgo,17.1,35.3106811,-83.1827629
,,12,Chamaecyparis thyoides,Atlantic white-cedar,20.9,35.31068111,-83.18276289
,,13,Quercus falcata,southern red oak,37.7,35.31068112,-83.18276288
,,14,Pinus strobus,eastern white pine,36.5,35.31068113,-83.18276287
,,15,Quercus acutissima,sawtooth oak,11.6,35.31068114,-83.18276286
,,16,Quercus phellos,willow oak,29.9,35.31068115,-83.18276285
,,17,Quercus falcata,southern red oak,47.5,35.31068116,-83.18276284
,,18,Quercus falcata,southern red oak,40.6,35.31068117,-83.18276283
,,19,Betula nigra,river birch,11.7,35.31068118,-83.18276282
,,20,Quercus acutissima,sawtooth oak,11.7,35.31068119,-83.18276281
,,21,Acer buergeranium,trident maple,11.2,35.3106812,-83.1827628
,,22,Acer buergeranium,trident maple,13.7,35.31068121,-83.18276279
,,23,Acer buergeranium,trident maple,9.7,35.31068122,-83.18276278
,,24,Quercus coccinea,scarlet oak,25.2,35.31068123,-83.18276277
,,25,Quercus falcata,southern red oak,37.3,35.31068124,-83.18276276
,,26,Quercus falcata,southern red oak,33.9,35.31068125,-83.18276275
,,27,Acer saccharum,sugar maple,32.6,35.31068126,-83.18276274
,,28,Acer saccharum,sugar maple,27.2,35.31068127,-83.18276273
,,29,Quercus falcata,southern red oak,27.4,35.31068128,-83.18276272
,,30,Quercus coccinea,scarlet oak,32.6,35.31068129,-83.18276271
,,31,Acer platanoides,Norway Maple,36.7,35.3106813,-83.1827627
,,32,Quercus velutina,black oak,38.2,35.31068131,-83.18276269
,,33,Cornus florida,flowering dogwood,9.2,35.31068132,-83.18276268
,,34,Cornus florida,flowering dogwood,12.9,35.31068133,-83.18276267
,,35,Cornus florida,flowering dogwood,9.9,35.31068134,-83.18276266
,,36,Acer rubrum,red maple,34.3,35.31068135,-83.18276265
,,37,Pinus strobus,eastern white pine,28.7,35.31068136,-83.18276264
,,38,Acer rubrum,red maple,18.3,35.31068137,-83.18276263
,,39,Quercus falcata,southern red oak,21.9,35.31068138,-83.18276262
,,40,Pinus strobus,eastern white pine,31.5,35.31068139,-83.18276261
,,41,Quercus stellata,post oak,28.5,35.3106814,-83.1827626
,,42,Quercus coccinea,scarlet oak,17,35.31068141,-83.18276259
,,43,Quercus imbricaria,shingle oak,17.7,35.31068142,-83.18276258
,,44,Cornus florida,flowering dogwood,9.4,35.31068143,-83.18276257
,,45,Pinus strobus,eastern white pine,32.1,35.31068144,-83.18276256
,,46,Quercus alba,white oak,25.8,35.31068145,-83.18276255
,,47,Quercus alba,white oak,33.7,35.31068146,-83.18276254
,,48,Quercus alba,white oak,37,35.31068147,-83.18276253
,,49,Quercus alba,white oak,32.8,35.31068148,-83.18276252
,,50,Tsuga canadensis,eastern hemlock,28.9,35.31068149,-83.18276251
,,51,Pinus strobus,eastern white pine,35.9,35.3106815,-83.1827625
,,52,Pinus strobus,eastern white pine,27.4,35.31068151,-83.18276249
,,53,Pinus strobus,eastern white pine,22.5,35.31068152,-83.18276248
,,54,Pinus strobus,eastern white pine,41,35.31068153,-83.18276247
,,55,Pinus strobus,eastern white pine,19.2,35.31068154,-83.18276246
,,56,Pinus strobus,eastern white pine,37.2,35.31068155,-83.18276245
,,57,Quercus alba,white oak,29.5,35.31068156,-83.18276244
,,58,Quercus alba,white oak,24.5,35.31068157,-83.18276243
,,59,Pinus strobus,eastern white pine,27.1,35.31068158,-83.18276242
,,60,Quercus alba,white oak,27.2,35.31068159,-83.18276241
,,61,Acer rubrum,red maple,18.2,35.3106816,-83.1827624
,,62,Cornus florida,flowering dogwood,13.3,35.31068161,-83.18276239
,,63,Quercus acutissima,sawtooth oak,15.2,35.31068162,-83.18276238
,,64,Quercus coccinea,scarlet oak,16.2,35.31068163,-83.18276237
,,65,Quercus acutissima,sawtooth oak,12.3,35.31068164,-83.18276236
,,66,Quercus alba,white oak,29.8,35.31068165,-83.18276235
,,67,Picea abies,Norway spruce,27.4,35.31068166,-83.18276234
,,68,Quercus alba,white oak,27.2,35.31068167,-83.18276233
,,69,Picea abies,Norway spruce,22.3,35.31068168,-83.18276232
,,70,Acer rubrum,red maple,11.1,35.31068169,-83.18276231
,,71,Acer rubrum,red maple,16.1,35.3106817,-83.1827623
,,72,Acer rubrum,red maple,9.6,35.31068171,-83.18276229
,,73,Quercus alba,white oak,30.8,35.31068172,-83.18276228
,,74,Carya tomentosa,mockernut hickory,20.4,35.31068173,-83.18276227
,,75,Quercus alba,white oak,28.5,35.31068174,-83.18276226
,,76,Picea abies,Norway spruce,16.7,35.31068175,-83.18276225
,,77,Quercus alba,white oak,33.8,35.31068176,-83.18276224
,,78,Quercus alba,white oak,22.8,35.31068177,-83.18276223
,,79,Quercus alba,white oak,39,35.31068178,-83.18276222
,,80,Thuja occidentalis,arborvitae,36,35.31068179,-83.18276221
,,81,Chamaecyparis thyoides,Atlantic white-cedar,26.7,35.3106818,-83.1827622
,,82,Thuja occidentalis,arborvitae,29.9,35.31068181,-83.18276219
,,83,Quercus alba,white oak,42.6,35.31068182,-83.18276218
,,84,Cornus florida,flowering dogwood,10.2,35.31068183,-83.18276217
,,85,Quercus coccinea,scarlet oak,10.7,35.31068184,-83.18276216
,,86,Quercus falcata,southern red oak,41.9,35.31068185,-83.18276215
,,87,Acer palmatum,Japanese maple,11.2,35.31068186,-83.18276214
,,88,Acer palmatum,Japanese maple,9.7,35.31068187,-83.18276213
,,89,Cornus florida,flowering dogwood,10.2,35.31068188,-83.18276212
,,90,Cornus florida,flowering dogwood,12.3,35.31068189,-83.18276211
,,91,Cornus florida,flowering dogwood,11.5,35.3106819,-83.1827621
,,92,Tsuga canadensis,eastern hemlock,16.3,35.31068191,-83.18276209
,,93,Tsuga canadensis,eastern hemlock,17.1,35.31068192,-83.18276208
,,94,Tsuga canadensis,eastern hemlock,20.4,35.31068193,-83.18276207
,,95,Tsuga canadensis,eastern hemlock,12.9,35.31068194,-83.18276206
,,96,Tsuga canadensis,eastern hemlock,13.5,35.31068195,-83.18276205
,,97,Tsuga canadensis,eastern hemlock,12,35.31068196,-83.18276204
,,98,Tsuga canadensis,eastern hemlock,10.1,35.31068197,-83.18276203
,,99,Tsuga canadensis,eastern hemlock,24.5,35.31068198,-83.18276202
,,100,Quercus palustris,pin oak,18,35.31068199,-83.18276201
,,101,Cornus florida,flowering dogwood,9.5,35.310682,-83.182762
,,102,Magnolia grandiflora,Southern Magnolia,28.1,35.31068201,-83.18276199
,,103,Quercus palustris,pin oak,19.7,35.31068202,-83.18276198
,,104,Tsuga canadensis,eastern hemlock,22.8,35.31068203,-83.18276197
,,105,Tsuga canadensis,eastern hemlock,24.5,35.31068204,-83.18276196
,,106,Tsuga canadensis,eastern hemlock,9.5,35.31068205,-83.18276195
,,107,Tsuga canadensis,eastern hemlock,28.8,35.31068206,-83.18276194
,,108,Tsuga canadensis,eastern hemlock,25.3,35.31068207,-83.18276193
,,109,Tsuga canadensis,eastern hemlock,16.2,35.31068208,-83.18276192
,,110,Tsuga canadensis,eastern hemlock,20.4,35.31068209,-83.18276191
,,111,Tsuga canadensis,eastern hemlock,15.6,35.3106821,-83.1827619
,,112,Tsuga canadensis,eastern hemlock,29.5,35.31068211,-83.18276189
,,113,Quercus acutissima,sawtooth oak,19,35.31068212,-83.18276188
,,114,Pinus strobus,eastern white pine,31.7,35.31068213,-83.18276187
,,115,Pinus strobus,eastern white pine,23.6,35.31068214,-83.18276186
,,116,Pinus strobus,eastern white pine,26,35.31068215,-83.18276185
,,117,Pinus strobus,eastern white pine,25.2,35.31068216,-83.18276184
,,118,Pinus strobus,eastern white pine,32.4,35.31068217,-83.18276183
,,119,Quercus alba,white oak,37.1,35.31068218,-83.18276182
,,120,Tsuga canadensis,eastern hemlock,15.9,35.31068219,-83.18276181
,,121,Tsuga canadensis,eastern hemlock,12.6,35.3106822,-83.1827618
,,122,Tsuga canadensis,eastern hemlock,14.8,35.31068221,-83.18276179
,,123,Tsuga canadensis,eastern hemlock,17.9,35.31068222,-83.18276178
,,124,Pinus strobus,eastern white pine,27,35.31068223,-83.18276177
,,125,Tsuga canadensis,eastern hemlock,9.3,35.31068224,-83.18276176
,,126,Tsuga canadensis,eastern hemlock,9.4,35.31068225,-83.18276175
,,127,Tsuga canadensis,eastern hemlock,17.3,35.31068226,-83.18276174
,,128,Picea abies,Norway spruce,16.8,35.31068227,-83.18276173
,,129,Picea abies,Norway spruce,9.2,35.31068228,-83.18276172
,,130,Picea abies,Norway spruce,14.4,35.31068229,-83.18276171
,,131,Picea abies,Norway spruce,14.2,35.3106823,-83.1827617
,,132,Picea abies,Norway spruce,17.6,35.31068231,-83.18276169
,,133,Picea abies,Norway spruce,15.6,35.31068232,-83.18276168
,,134,Picea abies,Norway spruce,15.7,35.31068233,-83.18276167
,,135,Picea abies,Norway spruce,13.3,35.31068234,-83.18276166
,,136,Picea abies,Norway spruce,16,35.31068235,-83.18276165
,,137,Tsuga canadensis,eastern hemlock,16.9,35.31068236,-83.18276164
,,138,Tsuga canadensis,eastern hemlock,17.7,35.31068237,-83.18276163
,,139,Tsuga canadensis,eastern hemlock,20.6,35.31068238,-83.18276162
,,140,Tsuga canadensis,eastern hemlock,23.1,35.31068239,-83.18276161
,,141,Tsuga canadensis,eastern hemlock,17.8,35.3106824,-83.1827616
,,142,Tsuga canadensis,eastern hemlock,15.2,35.31068241,-83.18276159
,,143,Tsuga canadensis,eastern hemlock,13.3,35.31068242,-83.18276158
,,144,Tsuga canadensis,eastern hemlock,33.4,35.31068243,-83.18276157
,,145,Carya species,hickory,17.5,35.31068244,-83.18276156
,,146,Quercus alba,white oak,31,35.31068245,-83.18276155
,,147,Tilia americana,American basswood,16.1,35.31068246,-83.18276154
,,148,Tilia americana,American basswood,17.7,35.31068247,-83.18276153
,,149,Tilia americana,American basswood,12.9,35.31068248,-83.18276152
,,150,Tilia americana,American basswood,20.3,35.31068249,-83.18276151
,,151,Tsuga canadensis,eastern hemlock,20.5,35.3106825,-83.1827615
,,152,Tsuga canadensis,eastern hemlock,27.8,35.31068251,-83.18276149
,,153,Thuja occidentalis,arborvitae,19.2,35.31068252,-83.18276148
,,154,Thuja occidentalis,arborvitae,10.9,35.31068253,-83.18276147
,,155,Thuja occidentalis,arborvitae,12.1,35.31068254,-83.18276146
,,156,Thuja occidentalis,arborvitae,12.2,35.31068255,-83.18276145
,,157,Quercus velutina,black oak,38.2,35.31068256,-83.18276144
,,158,Quercus falcata,southern red oak,31.8,35.31068257,-83.18276143
,,159,Acer platanoides,Norway Maple,36.6,35.31068258,-83.18276142
,,160,Quercus alba,white oak,44.7,35.31068259,-83.18276141
,,161,Acer saccharum,sugar maple,24.7,35.3106826,-83.1827614
,,162,Acer rubrum,red maple,25.9,35.31068261,-83.18276139
,,163,Cornus florida,flowering dogwood,9.8,35.31068262,-83.18276138
,,164,Quercus palustris,pin oak,15.1,35.31068263,-83.18276137
,,165,Quercus acutissima,sawtooth oak,12,35.31068264,-83.18276136
,,166,Quercus palustris,pin oak,13.1,35.31068265,-83.18276135
,,167,Thuja occidentalis,arborvitae,20.1,35.31068266,-83.18276134
,,168,Thuja occidentalis,arborvitae,17.5,35.31068267,-83.18276133
,,169,Quercus falcata,southern red oak,35.6,35.31068268,-83.18276132
,,170,Acer rubrum,red maple,23.6,35.31068269,-83.18276131
,,171,Quercus alba,white oak,23.8,35.3106827,-83.1827613
,,172,Quercus alba,white oak,17,35.31068271,-83.18276129
,,173,Quercus alba,white oak,27.6,35.31068272,-83.18276128
,,174,Quercus coccinea,scarlet oak,36.3,35.31068273,-83.18276127
,,175,Ginkgo biloba,ginkgo,27.5,35.31068274,-83.18276126
,,176,Tsuga caroliniana,Carolina hemlock,26.5,35.31068275,-83.18276125
,,177,Acer saccharum,sugar maple,37.1,35.31068276,-83.18276124
,,178,Tsuga caroliniana,Carolina hemlock,38.9,35.31068277,-83.18276123
,,179,Ginkgo biloba,ginkgo,41.9,35.31068278,-83.18276122
,,180,Thuja occidentalis,arborvitae,15.6,35.31068279,-83.18276121
,,181,Thuja occidentalis,arborvitae,17.8,35.3106828,-83.1827612
,,182,Thuja occidentalis,arborvitae,16.4,35.31068281,-83.18276119
,,183,Thuja occidentalis,arborvitae,17.9,35.31068282,-83.18276118
,,184,Thuja occidentalis,arborvitae,21.1,35.31068283,-83.18276117
,,185,Quercus phellos,willow oak,34.6,35.31068284,-83.18276116
,,186,Picea abies,Norway spruce,20.5,35.31068285,-83.18276115
,,187,Quercus stellata,post oak,29.2,35.31068286,-83.18276114
,,188,Picea abies,Norway spruce,25.7,35.31068287,-83.18276113
,,189,Tsuga caroliniana,Carolina hemlock,21.5,35.31068288,-83.18276112
,,190,Picea abies,Norway spruce,25.5,35.31068289,-83.18276111
,,191,Quercus falcata,southern red oak,40.5,35.3106829,-83.1827611
,,192,Picea abies,Norway spruce,33,35.31068291,-83.18276109
,,193,Quercus falcata,southern red oak,33.8,35.31068292,-83.18276108
,,194,Pinus strobus,eastern white pine,26,35.31068293,-83.18276107
,,195,Quercus rubra,northern red oak,30,35.31068294,-83.18276106
,,196,Pinus strobus,eastern white pine,30.2,35.31068295,-83.18276105
,,197,Quercus falcata,southern red oak,35.8,35.31068296,-83.18276104
,,198,Quercus falcata,southern red oak,28.6,35.31068297,-83.18276103
,,199,Quercus falcata,southern red oak,27.9,35.31068298,-83.18276102
,,200,Quercus falcata,southern red oak,28.1,35.31068299,-83.18276101
,,201,Quercus falcata,southern red oak,21.3,35.310683,-83.182761
,,202,Acer saccharum,sugar maple,,35.31068301,-83.18276099
,,203,Cornus florida,flowering dogwood,9.4,35.31068302,-83.18276098
,,204,Pinus strobus,eastern white pine,24.9,35.31068303,-83.18276097
,,205,Tsuga caroliniana,Carolina hemlock,18.5,35.31068304,-83.18276096
,,206,Tsuga caroliniana,Carolina hemlock,20.7,35.31068305,-83.18276095
,,207,Tsuga caroliniana,Carolina hemlock,26.3,35.31068306,-83.18276094
,,208,Acer rubrum,red maple,13.5,35.31068307,-83.18276093
,,209,Liriodendron tulipifera,yellow poplar,36.5,35.31068308,-83.18276092
,,210,Tsuga canadensis,eastern hemlock,23.3,35.31068309,-83.18276091
,,211,Fraxinus americana,white ash,18.7,35.3106831,-83.1827609
,,212,Quercus coccinea,scarlet oak,,35.31068311,-83.18276089
,,213,Liriodendron tulipifera,yellow poplar,27.4,35.31068312,-83.18276088
,,214,Cornus florida,flowering dogwood,17.7,35.31068313,-83.18276087
,,215,Quercus stellata,post oak,27.7,35.31068314,-83.18276086
,,216,Quercus falcata,southern red oak,32.7,35.31068315,-83.18276085
,,217,Quercus falcata,southern red oak,37.1,35.31068316,-83.18276084
,,218,Quercus acutissima,sawtooth oak,14.7,35.31068317,-83.18276083
,,219,Acer saccharum,sugar maple,18.9,35.31068318,-83.18276082
,,220,Quercus falcata,southern red oak,33,35.31068319,-83.18276081
,,221,Quercus acutissima,sawtooth oak,13.5,35.3106832,-83.1827608
,,222,Picea abies,Norway spruce,24.9,35.31068321,-83.18276079
,,223,Picea abies,Norway spruce,25.6,35.31068322,-83.18276078
,,224,Pinus strobus,eastern white pine,40.3,35.31068323,-83.18276077
,,225,Tsuga canadensis,eastern hemlock,12.3,35.31068324,-83.18276076
,,226,Tsuga canadensis,eastern hemlock,16.9,35.31068325,-83.18276075
,,227,Tsuga canadensis,eastern hemlock,17.9,35.31068326,-83.18276074
,,228,Tsuga canadensis,eastern hemlock,15.6,35.31068327,-83.18276073
,,229,Picea abies,Norway spruce,23.3,35.31068328,-83.18276072
,,230,Quercus falcata,southern red oak,25.9,35.31068329,-83.18276071
,,231,Quercus falcata,southern red oak,23.9,35.3106833,-83.1827607
,,232,Tsuga caroliniana,Carolina hemlock,14,35.31068331,-83.18276069
,,233,Acer rubrum,red maple,27.1,35.31068332,-83.18276068
,,234,Quercus alba,white oak,32,35.31068333,-83.18276067
,,235,Quercus falcata,southern red oak,28.5,35.31068334,-83.18276066
,,236,Pinus strobus,eastern white pine,15.4,35.31068335,-83.18276065
,,237,Quercus falcata,southern red oak,31.3,35.31068336,-83.18276064
,,238,Pinus strobus,eastern white pine,24.4,35.31068337,-83.18276063
,,239,Pinus strobus,eastern white pine,11.9,35.31068338,-83.18276062
,,240,Quercus falcata,southern red oak,33,35.31068339,-83.18276061
,,241,Quercus falcata,southern red oak,26.3,35.3106834,-83.1827606
,,242,Quercus coccinea,scarlet oak,26.2,35.31068341,-83.18276059
,,243,Quercus alba,white oak,22.7,35.31068342,-83.18276058
,,244,Quercus falcata,southern red oak,23.7,35.31068343,-83.18276057
,,245,Quercus falcata,southern red oak,22.6,35.31068344,-83.18276056
,,246,Quercus falcata,southern red oak,28,35.31068345,-83.18276055
,,247,Quercus falcata,southern red oak,23.3,35.31068346,-83.18276054
,,248,Quercus coccinea,scarlet oak,31.8,35.31068347,-83.18276053
,,249,Tsuga canadensis,eastern hemlock,19,35.31068348,-83.18276052
,,250,Quercus coccinea,scarlet oak,27.2,35.31068349,-83.18276051
,,251,Pinus strobus,eastern white pine,35.3,35.3106835,-83.1827605
,,252,Pinus strobus,eastern white pine,45.5,35.31068351,-83.18276049
,,253,Pinus strobus,eastern white pine,39.5,35.31068352,-83.18276048
,,254,Pinus strobus,eastern white pine,42.7,35.31068353,-83.18276047
,,255,Acer rubrum,red maple,10.2,35.31068354,-83.18276046
,,256,Acer rubrum,red maple,19.6,35.31068355,-83.18276045
,,257,Acer rubrum,red maple,15.3,35.31068356,-83.18276044
,,258,Quercus acutissima,sawtooth oak,16.9,35.31068357,-83.18276043
,,259,Acer saccharum,sugar maple,22.6,35.31068358,-83.18276042
,,260,Tsuga canadensis,eastern hemlock,16.5,35.31068359,-83.18276041
,,261,Tsuga canadensis,eastern hemlock,14.3,35.3106836,-83.1827604
,,262,Quercus stellata,post oak,22.9,35.31068361,-83.18276039
,,263,Pinus strobus,eastern white pine,32,35.31068362,-83.18276038
,,264,Cornus florida,flowering dogwood,9.2,35.31068363,-83.18276037
,,265,Tsuga canadensis,eastern hemlock,13.7,35.31068364,-83.18276036
,,266,Tsuga canadensis,eastern hemlock,16.2,35.31068365,-83.18276035
,,267,Pinus strobus,eastern white pine,26.9,35.31068366,-83.18276034
,,268,Pinus strobus,eastern white pine,34.8,35.31068367,-83.18276033
,,269,Tsuga canadensis,eastern hemlock,27.7,35.31068368,-83.18276032
,,270,Tsuga canadensis,eastern hemlock,34.3,35.31068369,-83.18276031
,,271,Acer saccharum,sugar maple,28.1,35.3106837,-83.1827603
,,272,Tsuga canadensis,eastern hemlock,24.4,35.31068371,-83.18276029
,,273,Tsuga canadensis,eastern hemlock,22.5,35.31068372,-83.18276028
,,274,Quercus alba,white oak,37.1,35.31068373,-83.18276027
,,275,Quercus falcata,southern red oak,35.3,35.31068374,-83.18276026
,,276,Tsuga canadensis,eastern hemlock,19.5,35.31068375,-83.18276025
,,277,Quercus alba,white oak,32.9,35.31068376,-83.18276024
,,278,Pinus strobus,eastern white pine,30.8,35.31068377,-83.18276023
,,279,Quercus falcata,southern red oak,29.9,35.31068378,-83.18276022
,,280,Quercus alba,white oak,42,35.31068379,-83.18276021
,,281,Quercus alba,white oak,30.4,35.3106838,-83.1827602
,,282,Quercus alba,white oak,37.1,35.31068381,-83.18276019
,,283,Tsuga canadensis,eastern hemlock,16.2,35.31068382,-83.18276018
,,284,Tsuga canadensis,eastern hemlock,11.7,35.31068383,-83.18276017
,,285,Tsuga canadensis,eastern hemlock,14.8,35.31068384,-83.18276016
,,286,Tsuga canadensis,eastern hemlock,13.1,35.31068385,-83.18276015
,,287,Tsuga canadensis,eastern hemlock,9.8,35.31068386,-83.18276014
,,288,Tsuga canadensis,eastern hemlock,12.5,35.31068387,-83.18276013
,,289,Pinus strobus,eastern white pine,21.9,35.31068388,-83.18276012
,,290,Quercus falcata,southern red oak,34.1,35.31068389,-83.18276011
,,291,Tsuga canadensis,eastern hemlock,18.9,35.3106839,-83.1827601
,,292,Tsuga canadensis,eastern hemlock,10.5,35.31068391,-83.18276009
,,293,Quercus alba,white oak,28.6,35.31068392,-83.18276008
,,294,Tsuga canadensis,eastern hemlock,12.4,35.31068393,-83.18276007
,,295,Tsuga canadensis,eastern hemlock,13.4,35.31068394,-83.18276006
,,296,Tsuga canadensis,eastern hemlock,16.4,35.31068395,-83.18276005
,,297,Nyssa sylvatica,black gum,15.5,35.31068396,-83.18276004
,,298,Quercus falcata,southern red oak,25.4,35.31068397,-83.18276003
,,299,Tsuga canadensis,eastern hemlock,20,35.31068398,-83.18276002
,,300,Quercus falcata,southern red oak,36.6,35.31068399,-83.18276001
,,301,Quercus falcata,southern red oak,40.2,35.310684,-83.18276
,,302,Prunus serotina,black cherry,14.5,35.31068401,-83.18275999
,,303,Pinus serotina,pond pine,37.2,35.31068402,-83.18275998
,,304,Prunus serotina,black cherry,13.9,35.31068403,-83.18275997
,,305,Liriodendron tulipifera,yellow poplar,45.8,35.31068404,-83.18275996
,,306,Cornus florida,flowering dogwood,9.1,35.31068405,-83.18275995
,,307,Ilex opaca,American Holly,13.2,35.31068406,-83.18275994
,,308,Ilex opaca,American Holly,14,35.31068407,-83.18275993
